실험,브랜치,결과,prior_mode,lam_gamma,b_bound,b_min,b_max,run_tag,mse_ls,mse_lq,auc_ls,auc_lq,auc_prior_ls,auc_prior_lq,auc_zprior_ls,auc_zprior_lq,auc_zprior_ls_wavg,auc_zprior_lq_wavg,gain_ls,gain_lq,gain_ls_wavg,gain_lq_wavg,auc_ls_wavg,auc_lq_wavg,auc_prior_ls_wavg,auc_prior_lq_wavg,auc_ls_niigata2004,auc_prior_ls_niigata2004,n_ls,n_lq,n,a_LS,b_LS,a_LQ,b_LQ,gamma_ls_max,gamma_lq_max,sum_gamma2,frac_middle,c_LS,c_LQ
H LQ c=0.75,followup3-area-avg-lq-c075,followup3-area-avg-lq-c075,area-lq-c075,0.0,,,,,0.1679268080916856,0.2126159390333789,0.6942857142857143,0.8321865443425077,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.8126146788990826,0.8399598393574298,0.7725097545303329,-0.1466666666666666,0.0195718654434251,-0.1680516939553085,0.033360200823399,0.6719081454021213,0.805869955353732,0.7968643805993205,0.715445570663787,0.5,0.875,125,229,278,1.0,0.0,1.0,0.0,3.202664902617704,4.024738379477804,75.75394993988797,0.3576555023923445,1.0,0.75
H LQ c=0.75,followup3-area-avg-lq-c075,followup3-area-avg-lq-c075,area-lq-c075,0.1,,,,,0.1674746857877891,0.2108004100699477,0.6942857142857144,0.8333333333333334,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.8126146788990826,0.8399598393574298,0.7725097545303329,-0.1466666666666665,0.0207186544342508,-0.1659097930182268,0.0365764290396273,0.674050046339203,0.8090861835699602,0.7968643805993205,0.715445570663787,0.5,0.875,125,229,278,1.0,0.0,1.0,0.0,3.0074136323823266,3.775044423779686,69.57721102211619,0.3720095693779904,1.0,0.75
H LQ c=0.75,followup3-area-avg-lq-c075,followup3-area-avg-lq-c075,area-lq-c075,1.0,,,,,0.163106486215895,0.1962058096629644,0.7102380952380952,0.8394495412844037,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.8126146788990826,0.8399598393574298,0.7725097545303329,-0.1307142857142856,0.0268348623853211,-0.147991967871486,0.0176603996509235,0.6919678714859437,0.7901701541812565,0.7968643805993205,0.715445570663787,0.5,0.875,125,229,278,1.0,0.0,1.0,0.0,2.511006194222736,2.44365979373873,39.97010730745593,0.4258373205741627,1.0,0.75
H LQ c=0.75,followup3-area-avg-lq-c075,followup3-area-avg-lq-c075,area-lq-c075,10.0,,,,,0.0997649079420881,0.1867685792322648,0.839047619047619,0.8240061162079511,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.8126146788990826,0.8399598393574298,0.7725097545303329,-0.0019047619047618,0.0113914373088684,0.0107095046854084,0.022949144741901,0.8506693440428382,0.7954588992722339,0.7968643805993205,0.715445570663787,1.0,0.875,125,229,278,1.0,0.0,1.0,0.0,0.586044822859749,0.3583277544417678,1.3934708385851589,0.5526315789473685,1.0,0.75
H LQ c=0.75,followup3-area-avg-lq-c075,followup3-area-avg-lq-c075,[베이스라인] 전부 0.5,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,125,229,278,,,,,,,,,,
H LQ c=0.75,followup3-area-avg-lq-c075,followup3-area-avg-lq-c075,[베이스라인] 전부 기저확률,,,,,,0.1344,0.2494231612669476,,,,,,,,,,,,,,,,,,,125,229,278,,,,,,,,,,
I LQ c 학습,followup3-area-avg-lq-c-free,followup3-area-avg-lq-c-free,area-lq-c-free,0.0,,,,,0.1518798513264774,0.248127846402641,0.7557142857142857,0.8132262996941896,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.791743119266055,0.8399598393574298,0.7543786928620807,-0.0852380952380952,0.0214831804281345,-0.0627587272165586,0.0386469816269926,0.7772011121408712,0.7930256744890734,0.7968643805993205,0.715445570663787,1.0,0.875,125,229,278,1.0,0.0,1.0,0.0,2.8920680271909958,4.584615078929872,75.78977355991084,0.2655502392344497,1.0,0.4437658884835846
I LQ c 학습,followup3-area-avg-lq-c-free,followup3-area-avg-lq-c-free,area-lq-c-free,0.1,,,,,0.153378501731735,0.2454946373221841,0.7576190476190476,0.8143730886850153,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.791743119266055,0.8399598393574298,0.7540349505828545,-0.0833333333333332,0.0226299694189603,-0.0627587272165586,0.0384357233512182,0.7772011121408712,0.7924706739340728,0.7968643805993205,0.715445570663787,1.0,0.875,125,229,278,1.0,0.0,1.0,0.0,2.8381986191949404,4.39928690687085,70.4343939045794,0.2751196172248804,1.0,0.4452277275586155
I LQ c 학습,followup3-area-avg-lq-c-free,followup3-area-avg-lq-c-free,area-lq-c-free,1.0,,,,,0.1475547623165847,0.2341360639701441,0.7742857142857144,0.8198776758409786,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.7918960244648319,0.8399598393574298,0.7540349505828545,-0.0666666666666665,0.0279816513761467,-0.0354237462671196,0.034997110290874,0.8045360930903102,0.7890320608737286,0.7968643805993205,0.715445570663787,1.0,0.875,125,229,278,1.0,0.0,1.0,0.0,2.277220014601677,3.5415981280945443,45.35229411617174,0.2978468899521531,1.0,0.446458053136172
I LQ c 학습,followup3-area-avg-lq-c-free,followup3-area-avg-lq-c-free,area-lq-c-free,10.0,,,,,0.0993319630371059,0.215476651432244,0.8428571428571427,0.8145259938837921,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.7908256880733945,0.8399598393574298,0.7547224351413069,0.0019047619047618,0.0237003058103976,0.0150602409638553,0.018456772986986,0.8550200803212852,0.7731792081282929,0.7968643805993205,0.715445570663787,1.0,0.875,125,229,278,1.0,0.0,1.0,0.0,0.5828950170485241,0.6469044735629362,2.220624162019323,0.5251196172248804,1.0,0.4337486710059368
I LQ c 학습,followup3-area-avg-lq-c-free,followup3-area-avg-lq-c-free,[베이스라인] 전부 0.5,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,125,229,278,,,,,,,,,,
I LQ c 학습,followup3-area-avg-lq-c-free,followup3-area-avg-lq-c-free,[베이스라인] 전부 기저확률,,,,,,0.1344,0.2494231612669476,,,,,,,,,,,,,,,,,,,125,229,278,,,,,,,,,,
J b만 학습,followup3-area-avg-b-only,followup3-area-avg-b-only,area-b-only,0.0,,,,,0.3251163786714843,0.2688805616323415,0.6628571428571429,0.7846330275229358,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.818348623853211,0.8399598393574298,0.7698132442003763,-0.1780952380952379,-0.0337155963302752,-0.2558722067758212,-0.0696755955003153,0.5840876325816086,0.700137648700061,0.7968643805993205,0.715445570663787,0.375,0.875,125,229,278,1.0,5.168204829032742,1.0,2.369394093079805,5.239060756911553,2.868348390773945,98.54562742212894,0.1495215311004784,1.0,1.0
J b만 학습,followup3-area-avg-b-only,followup3-area-avg-b-only,area-b-only,0.1,,,,,0.3245341899301043,0.2685749622142707,0.670952380952381,0.7926605504587158,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.818348623853211,0.8399598393574298,0.7698132442003763,-0.1699999999999999,-0.0256880733944953,-0.2388682936875709,-0.0623105856602621,0.6010915456698589,0.7075026585401142,0.7968643805993205,0.715445570663787,0.375,0.875,125,229,278,1.0,5.173922653187816,1.0,2.310064634027384,4.996092784969299,2.65676034839679,88.82550334531649,0.1543062200956937,1.0,1.0
J b만 학습,followup3-area-avg-b-only,followup3-area-avg-b-only,area-b-only,1.0,,,,,0.2904522762536922,0.3075059431527942,0.7266666666666667,0.8344801223241591,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.818348623853211,0.8399598393574298,0.7698132442003763,-0.1142857142857142,0.016131498470948,-0.1785681186283596,0.0070160939681959,0.6613917207290702,0.7768293381685722,0.7968643805993205,0.715445570663787,0.3125,0.875,125,229,278,1.0,5.359706064465172,1.0,1.722642499801303,3.2011842659137884,2.0384538124143,44.04720380435807,0.1997607655502392,1.0,1.0
J b만 학습,followup3-area-avg-b-only,followup3-area-avg-b-only,area-b-only,10.0,,,,,0.2218293968185284,0.2217175699235435,0.8261904761904761,0.8349388379204893,0.7485714285714286,0.7485474006116207,0.8409523809523809,0.818348623853211,0.8399598393574298,0.7698132442003763,-0.0147619047619047,0.0165902140672782,-0.0164890330552982,0.0401720655176875,0.8234708063021315,0.8099853097180639,0.7968643805993205,0.715445570663787,0.8125,0.875,125,229,278,1.0,5.532767742701953,1.0,2.689181086233802,0.78503597236564,0.5625808520872971,3.747148307219093,0.5059808612440191,1.0,1.0
J b만 학습,followup3-area-avg-b-only,followup3-area-avg-b-only,[베이스라인] 전부 0.5,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,125,229,278,,,,,,,,,,
J b만 학습,followup3-area-avg-b-only,followup3-area-avg-b-only,[베이스라인] 전부 기저확률,,,,,,0.1344,0.2494231612669476,,,,,,,,,,,,,,,,,,,125,229,278,,,,,,,,,,
